#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfDNABindingDomainOfProteinToDNA_subClassOf_BindingToMolecularEntity10        952                 951            1036.00        522.00         514.00         4              951.25              45.50               182.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfDNABindingDomainOfProteinToDNA_subClassOf_MolecularInteraction11        952                 951            1033.00        520.00         513.00         4              951.25              47.00               188.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfMolecularEntity_subClassOf_MolecularBinding                  12        952                 951            1404.00        812.00         592.00         7              950.71              33.00               231.00              279            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfMolecularEntity_subClassOf_MolecularProcess                  13        952                 951            1460.00        839.00         621.00         7              950.71              43.71               306.00              279            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfProtein_subClassOf_BindingOfMolecularEntity                  14        952                 951            1063.00        519.00         544.00         4              951.25              54.75               219.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfProteinToDNA_subClassOf_BindingOfProtein                     15        952                 951            1030.00        512.00         518.00         4              951.25              43.50               174.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfProteinToDNA_subClassOf_BindingToMolecularEntity             16        952                 951            1029.00        514.00         515.00         4              951.25              45.50               182.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfProteinToDNA_subClassOf_DNAProteinInteraction                17        952                 951            1020.00        508.00         512.00         4              951.25              44.00               176.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfProteinToProteinBindingSiteOfDNA_subClassOf_BindingOfProteinToDNA18        952                 951            1297.00        581.00         716.00         4              951.25              104.25              417.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfProteinToProteinBindingSiteOfProtein_subClassOf_BindingOfProtein19        952                 951            1404.00        813.00         591.00         7              950.71              32.71               229.00              279            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfProteinToProteinBindingSiteOfProtein_subClassOf_BindingToBindingSiteOfProtein20        952                 951            1088.00        531.00         557.00         4              951.25              57.75               231.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfProteinToProteinBindingSiteOfProtein_subClassOf_MolecularInteraction21        952                 951            1066.00        536.00         530.00         4              951.25              49.50               198.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfTFToTFBindingSiteOfDNA_subClassOf_BindingOfProteinToProteinBindingSiteOfDNA22        952                 951            1031.00        518.00         513.00         4              951.25              46.25               185.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfTFToTFBindingSiteOfDNA_subClassOf_BindingOfTranscriptionFactorToDNA23        952                 951            1033.00        518.00         515.00         4              951.25              45.50               182.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfTFToTFBindingSiteOfProtein_subClassOf_BindingOfProteinToProteinBindingSiteOfProtein24        952                 951            1856.00        1152.00        704.00         10             950.20              35.70               357.00              413            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfTranscriptionActivatorToEnhancer_subClassOf_BindingOfProteinToProteinBindingSiteOfDNA25        952                 951            1875.00        1196.00        679.00         10             950.20              36.80               368.00              413            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfTranscriptionFactorToDNA_subClassOf_BindingOfProteinToDNA    26        952                 951            1106.00        536.00         570.00         4              951.25              62.25               249.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfTranscriptionFactorToOperator_subClassOf_BindingOfTFToTFBindingSiteOfDNA27        952                 951            1082.00        526.00         556.00         4              951.25              59.75               239.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfTranscriptionRepressorToSilencer_subClassOf_BindingOfProteinToProteinBindingSiteOfDNA28        952                 951            1033.00        520.00         513.00         4              951.25              46.50               186.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfTranslationInitiationComplexToRNA_subClassOf_BindingOfMolecularEntity29        952                 951            1077.00        531.00         546.00         4              951.25              54.00               216.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfTranslationInitiationComplexToRNA_subClassOf_BindingToRNA    30        952                 951            1064.00        522.00         542.00         4              951.25              51.50               206.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfTranslationInitiationComplexToRNA_subClassOf_MolecularInteraction31        952                 951            1047.00        533.00         514.00         4              951.25              47.25               189.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingToBindingSiteOfProtein_subClassOf_BindingToMolecularEntity     32        952                 951            1442.00        842.00         600.00         7              950.71              37.43               262.00              279            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingToMolecularEntity_subClassOf_MolecularBinding                  33        952                 951            1015.00        504.00         511.00         4              951.25              42.50               170.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingToProtein_subClassOf_BindingToMolecularEntity                  34        952                 951            1028.00        513.00         515.00         4              951.25              45.50               182.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingToRNA_subClassOf_BindingToMolecularEntity                      35        952                 951            1444.00        840.00         604.00         7              950.71              35.29               247.00              279            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
CellDeath_subClassOf_CellularProcess                                  36        952                 950            3012.00        1940.00        1072.00        27             946.89              16.41               443.00              486            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
CellGrowth_subClassOf_CellularProcess                                 37        952                 950            3010.00        2196.00        814.00         23             948.30              15.65               360.00              82             
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
CellularDevelopmentalProcess_subClassOf_CellularProcess               38        952                 951            1748.00        1090.00        658.00         10             950.20              26.10               261.00              413            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
CellularDevelopmentalProcess_subClassOf_DevelopmentalProcess          39        952                 951            1612.00        1024.00        588.00         8              950.75              29.63               237.00              341            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
CellularProcess_subClassOf_PhysiologicalProcess                       40        952                 951            2585.00        1603.00        982.00         21             947.48              18.48               388.00              220            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
DNA_subClassOf_NucleicAcid                                            41        952                 951            2495.00        1596.00        899.00         19             948.26              18.26               347.00              210            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
DNAProteinInteraction_subClassOf_MolecularInteraction                 42        952                 951            1041.00        524.00         517.00         4              951.25              46.25               185.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
Enzyme_subClassOf_Protein                                             43        952                 951            3610.00        1805.00        1805.00        62             932.90              10.48               650.00              259            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
GeneProduct_subClassOf_InformationBiopolymer                          44        952                 951            1023.00        506.00         517.00         4              951.25              45.00               180.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
Histone_subClassOf_Protein                                            45        952                 950            3779.00        2533.00        1246.00        41             942.66              13.29               545.00              -7             
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
Inhibition_subClassOf_NegativeRegulation                              46        952                 951            1011.00        499.00         512.00         4              951.25              43.00               172.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
IntraCellularProcess_subClassOf_MolecularProcess                      47        952                 951            2772.00        1614.00        1158.00        28             945.29              16.14               452.00              365            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
IntraCellularTransport_subClassOf_IntraCellularProcess                48        952                 950            2217.00        1561.00        656.00         14             949.86              22.93               321.00              188            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
IntraCellularTransport_subClassOf_Transport                           49        952                 951            2618.00        1630.00        988.00         21             947.38              18.90               397.00              221            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
IntraOrganismalProcess_subClassOf_OrganismalProcess                   50        952                 951            1018.00        506.00         512.00         4              951.25              42.75               171.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
Microorganism_subClassOf_Organism                                     51        952                 950            3074.00        2167.00        907.00         25             947.52              15.52               388.00              77             
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
MolecularBinding_subClassOf_Binding                                   52        952                 951            2539.00        1595.00        944.00         20             947.80              18.20               364.00              210            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
MolecularInteraction_subClassOf_MolecularProcess                      53        952                 951            1565.00        971.00         594.00         8              950.75              30.75               246.00              341            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
MolecularInteraction_subClassOf_PhysicalInteraction                   54        952                 951            2373.00        1516.00        857.00         17             948.59              19.06               324.00              138            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
MolecularProcess_subClassOf_Process                                   55        952                 951            2047.00        1290.00        757.00         13             949.38              21.85               284.00              475            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
NegativeRegulation_subClassOf_RegulatoryProcess                       56        952                 951            1393.00        807.00         586.00         7              950.71              32.29               226.00              279            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
NegativeRegulationOfGeneExpression_subClassOf_NegativeRegulation      57        952                 951            1019.00        508.00         511.00         4              951.25              42.75               171.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
NegativeRegulationOfGeneExpression_subClassOf_RegulationOfGeneExpression58        952                 951            2038.00        1277.00        761.00         13             949.31              21.85               284.00              475            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
NegativeRegulationOfTranscription_subClassOf_NegativeRegulation       59        952                 951            1015.00        503.00         512.00         4              951.25              43.25               173.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
NegativeRegulationOfTranscription_subClassOf_RegulationOfTranscription60        952                 951            2586.00        1554.00        1032.00        22             946.91              18.23               401.00              222            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
NegativeRegulationOfTranscriptionOfGene_subClassOf_NegativeRegulationOfTranscription61        952                 951            1581.00        974.00         607.00         8              950.75              30.50               244.00              341            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
NegativeRegulationOfTranslation_subClassOf_NegativeRegulation         62        952                 951            1018.00        506.00         512.00         4              951.25              43.25               173.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
NegativeRegulationOfTranslation_subClassOf_RegulationOfTranslation    63        952                 951            2111.00        1398.00        713.00         13             949.92              21.15               275.00              66             
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
OpenReadingFrame_subClassOf_ProteinCodingDNARegion                    64        952                 951            1019.00        505.00         514.00         4              951.25              44.50               178.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
PositiveRegulation_subClassOf_RegulatoryProcess                       65        952                 951            2516.00        1613.00        903.00         19             948.26              18.53               352.00              210            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
PositiveRegulationOfGeneExpression_subClassOf_PositiveRegulation      66        952                 951            1014.00        505.00         509.00         4              951.25              42.75               171.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
PositiveRegulationOfGeneExpression_subClassOf_RegulationOfGeneExpression67        952                 951            1026.00        515.00         511.00         4              951.25              43.00               172.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
PositiveRegulationOfTranscription_subClassOf_PositiveRegulation       68        952                 951            1468.00        867.00         601.00         7              950.71              33.14               232.00              279            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
PositiveRegulationOfTranscription_subClassOf_RegulationOfTranscription69        952                 951            2256.00        1495.00        761.00         15             949.47              20.00               300.00              119            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
PositiveRegulationOfTranscriptionOfGene_subClassOf_PositiveRegulationOfTranscription70        952                 951            1578.00        983.00         595.00         8              950.75              30.50               244.00              341            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
PositiveRegulationOfTranslation_subClassOf_PositiveRegulation         71        952                 951            1019.00        505.00         514.00         4              951.25              42.75               171.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
PositiveRegulationOfTranslation_subClassOf_RegulationOfTranslation    72        952                 951            2365.00        1551.00        814.00         16             949.00              19.63               314.00              138            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ProteinBindingSiteOfProtein_subClassOf_BindingSiteOfProtein           73        952                 951            1411.00        817.00         594.00         7              950.71              32.43               227.00              279            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ProteinCodingDNARegion_subClassOf_DNARegion                           74        952                 951            3126.00        1755.00        1371.00        37             942.38              14.22               526.00              6              
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ProteinCodingDNARegion_subClassOf_ProteinCodingRegion                 75        952                 951            1051.00        518.00         533.00         4              951.25              43.75               175.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ProteinCodingGene_subClassOf_ProteinCodingDNARegion                   76        952                 951            1044.00        514.00         530.00         4              951.25              46.25               185.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ProteinCodingRegion_subClassOf_NucleicAcidRegion                      77        952                 951            2052.00        1290.00        762.00         13             949.31              21.85               284.00              475            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ProteinMutation_subClassOf_Mutation                                   78        952                 951            2173.00        1455.00        718.00         13             949.92              21.85               284.00              66             
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ProteinProteinInteraction_subClassOf_MolecularInteraction             79        952                 951            1032.00        515.00         517.00         4              951.25              45.00               180.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ProteinTargeting_subClassOf_IntraCellularTransport                    80        952                 951            2158.00        1397.00        761.00         14             949.36              21.36               299.00              58             
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ProteinTransport_subClassOf_Transport                                 81        952                 951            2026.00        1316.00        710.00         12             949.92              22.75               273.00              474            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RNACodingDNARegion_subClassOf_DNARegion                               82        952                 951            2748.00        1692.00        1056.00        25             946.68              16.60               415.00              354            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RNACodingDNARegion_subClassOf_RNACodingRegion                         83        952                 951            1022.00        508.00         514.00         4              951.25              42.75               171.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RNACodingRegion_subClassOf_NucleicAcidRegion                          84        952                 951            2352.00        1538.00        814.00         16             949.00              19.44               311.00              138            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RNAPolymerase_subClassOf_Polymerase                                   85        952                 951            2355.00        1453.00        902.00         17             948.12              20.12               342.00              78             
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RNAProteinInteraction_subClassOf_MolecularInteraction                 86        952                 951            1034.00        520.00         514.00         4              951.25              46.50               186.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RegulationOfFunction_subClassOf_RegulatoryProcess                     87        952                 951            2551.00        1530.00        1021.00        22             946.86              17.86               393.00              222            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RegulationOfGeneExpression_subClassOf_RegulationOfProcess             88        952                 951            1038.00        521.00         517.00         4              951.25              46.00               184.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RegulationOfModificationOfMolecularEntity_subClassOf_RegulationOfProcess89        952                 951            1039.00        528.00         511.00         4              951.25              45.00               180.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RegulationOfPathway_subClassOf_RegulationOfProcess                    90        952                 951            1036.00        524.00         512.00         4              951.25              44.75               179.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RegulationOfPhysicalInteraction_subClassOf_RegulationOfProcess        91        952                 951            1022.00        513.00         509.00         4              951.25              44.50               178.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RegulationOfProcess_subClassOf_RegulatoryProcess                      92        952                 951            1024.00        509.00         515.00         4              951.25              43.50               174.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RegulationOfTranscription_subClassOf_RegulationOfPathway              93        952                 951            1547.00        949.00         598.00         8              950.75              31.00               248.00              341            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
RegulationOfTranslation_subClassOf_RegulationOfPathway                94        952                 951            1404.00        809.00         595.00         7              950.71              33.71               236.00              279            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
SigmaFactor_subClassOf_TranscriptionRegulator                         95        952                 951            1639.00        986.00         653.00         9              950.22              29.22               263.00              341            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
TranscriptionActivator_subClassOf_PositiveTranscriptionRegulator      96        952                 951            2166.00        1449.00        717.00         13             949.92              22.31               290.00              66             
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
TranscriptionCofactor_subClassOf_TranscriptionRegulator               97        952                 951            2824.00        1748.00        1076.00        23             947.04              25.65               590.00              293            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
TranscriptionCorepressor_subClassOf_TranscriptionCofactor             98        952                 951            1576.00        983.00         593.00         8              950.75              30.13               241.00              341            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
TranscriptionCorepressor_subClassOf_TranscriptionRepressor            99        952                 951            1015.00        507.00         508.00         4              951.25              42.50               170.00              146            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
TranscriptionFactor_subClassOf_TranscriptionRegulator                 100       952                 951            2642.00        1614.00        1028.00        23             947.00              17.78               409.00              283            
